45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
44.9956,45.01171,45.011723,45.028435,45.028446,45.02844,18.814854,19.902897,19.902897
44.90804,44.96703,44.96704,45.03043,45.03044,45.030434,17.922598,19.941607,19.941608
44.777527,44.899704,44.899715,45.035183,45.035194,45.035187,17.175056,19.994675,19.994675
44.61324,44.81412,44.814133,45.043335,45.043346,45.04334,16.54497,20.055815,20.055815
44.42223,44.713753,44.713764,45.055187,45.055195,45.05519,16.011126,20.120619,20.120619
44.209995,44.601387,44.6014,45.07083,45.07084,45.070835,15.5567875,20.18604,20.18604
43.980896,44.47928,44.47929,45.09021,45.090218,45.090214,15.168582,20.250027,20.250027
43.738415,44.349262,44.349274,45.11314,45.113148,45.113144,14.835718,20.31124,20.31124
43.485348,44.212864,44.212875,45.1394,45.13941,45.13941,14.5494,20.368856,20.368855
43.223984,44.071346,44.071358,45.16872,45.168728,45.168724,14.302404,20.422422,20.422422
42.956184,43.925747,43.92576,45.200806,45.200813,45.20081,14.088757,20.47176,20.471758
42.683487,43.776943,43.776955,45.235374,45.235382,45.23538,13.903484,20.516853,20.516851
42.407166,43.625675,43.625687,45.27214,45.27215,45.272144,13.742427,20.557825,20.557823
42.128277,43.472565,43.472572,45.310833,45.310837,45.310833,13.602086,20.594873,20.594872
41.8477,43.31813,43.31814,45.35119,45.351192,45.35119,13.479509,20.628239,20.628239
41.566177,43.16282,43.162827,45.39297,45.392975,45.39297,13.372196,20.658195,20.658194
41.28433,43.007008,43.007015,45.435966,45.435974,45.435966,13.278023,20.685026,20.685024
41.00268,42.851013,42.85102,45.47997,45.479977,45.47997,13.195177,20.70901,20.70901
40.721657,42.695107,42.695114,45.5248,45.524807,45.5248,13.12211,20.730417,20.730417
40.44163,42.53952,42.539528,45.5703,45.57031,45.5703,13.057499,20.749502,20.7495
40.162914,42.38444,42.38445,45.616325,45.616333,45.616325,13.000206,20.766508,20.766506
39.88576,42.230034,42.23004,45.662746,45.662754,45.662746,12.949256,20.781656,20.781656
39.6104,42.07644,42.076447,45.709446,45.709454,45.709446,12.90381,20.79515,20.79515
39.337,41.92378,41.923782,45.756325,45.756332,45.756325,12.863139,20.807175,20.807175
39.065723,41.77215,41.772152,45.80329,45.8033,45.80329,12.826623,20.817896,20.817896
38.796684,41.621628,41.62163,45.85028,45.85029,45.85028,12.793721,20.827461,20.827463
38.53,41.47229,41.472294,45.897213,45.89722,45.897213,12.7639675,20.836006,20.83601
38.265743,41.324192,41.324196,45.94403,45.94404,45.94403,12.736959,20.843653,20.843657
38.003986,41.177376,41.17738,45.990685,45.990692,45.990685,12.712346,20.850504,20.85051
37.74479,41.031883,41.031887,46.037132,46.03714,46.037132,12.689828,20.85666,20.856665
37.488186,40.88775,40.887753,46.083332,46.08334,46.083332,12.669137,20.862202,20.862206
37.234215,40.74499,40.744995,46.12925,46.129257,46.12925,12.65005,20.867205,20.867207
36.982895,40.603638,40.60364,46.17486,46.174866,46.17486,12.63237,20.871729,20.87173
36.73425,40.463688,40.46369,46.22014,46.220146,46.220146,12.615924,20.875834,20.875835
36.48828,40.32517,40.325172,46.265064,46.26507,46.26507,12.600562,20.879574,20.879576
36.245,40.188072,40.188076,46.30962,46.309628,46.309628,12.586155,20.88299,20.882992
36.00439,40.05241,40.052414,46.353794,46.3538,46.3538,12.572592,20.886124,20.886124
35.766468,39.91819,39.918194,46.39758,46.397587,46.397587,12.559773,20.889006,20.889006
35.53121,39.785393,39.785397,46.440956,46.440964,46.440964,12.547614,20.891666,20.891666
35.298615,39.65403,39.654034,46.483917,46.483925,46.483925,12.53604,20.894135,20.894135
35.06866,39.524086,39.52409,46.52647,46.526474,46.526478,12.524987,20.896433,20.896433
34.84133,39.39556,39.395565,46.568604,46.568607,46.56861,12.514399,20.89858,20.89858
34.61662,39.268448,39.26845,46.610302,46.61031,46.61031,12.504224,20.900593,20.900593
