0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0
37.143967,37.143963,37.14398,37.14396,37.143967,37.143955,51.42413,51.424133,51.424133
41.94763,41.947628,41.947643,41.947624,41.947628,41.94762,32.209484,32.209484,32.209484
43.596516,43.59651,43.596527,43.596504,43.59651,43.596504,25.613943,25.613941,25.613943
44.316547,44.316544,44.31656,44.316536,44.316544,44.316536,22.733837,22.733835,22.733835
44.66337,44.663364,44.66338,44.663357,44.663364,44.663357,21.346577,21.346575,21.346575
44.83829,44.838287,44.838303,44.83828,44.838287,44.83828,20.646883,20.646881,20.646881
44.928566,44.928562,44.928577,44.928555,44.928562,44.928555,20.28579,20.285788,20.285786
44.9757,44.975697,44.97571,44.97569,44.975697,44.97569,20.097223,20.097221,20.097221
45.000473,45.00047,45.000484,45.00046,45.00047,45.00046,19.998152,19.998152,19.998152
45.01353,45.013527,45.013542,45.01352,45.013527,45.01352,19.945932,19.945932,19.945932
45.020424,45.02042,45.02043,45.02041,45.02042,45.020412,19.918362,19.918358,19.918358
45.02407,45.024067,45.02408,45.024055,45.024067,45.02406,19.903786,19.903784,19.903784
45.02599,45.025986,45.025997,45.025974,45.02599,45.025978,19.896082,19.89608,19.89608
45.027008,45.027004,45.027016,45.026993,45.027008,45.026997,19.892006,19.892004,19.892004
45.027546,45.027542,45.027554,45.02753,45.027546,45.027534,19.889853,19.88985,19.88985
45.02783,45.027824,45.027836,45.027813,45.02783,45.027817,19.888714,19.888712,19.888712
45.027985,45.02798,45.027992,45.02797,45.027985,45.027973,19.88811,19.888107,19.88811
45.02806,45.028057,45.02807,45.028046,45.02806,45.02805,19.88779,19.887789,19.88779
45.028103,45.0281,45.02811,45.028088,45.028103,45.02809,19.88762,19.88762,19.88762
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.887531,19.887531,19.887531
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.887484,19.887484,19.887484
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88746,19.88746,19.88746
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
45.028122,45.02812,45.02813,45.02811,45.028122,45.028114,19.88745,19.88745,19.88745
